"Country,Other",TotalCases,TotalDeaths,TotalRecovered,ActiveCases,Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,Active Cases/1M pop
Slovenia,984838,6527,946610,31701,473607.0,3139.0,2625276,1262491.0,2079442,Europe,15245.0
Nepal,978556,11951,965936,669,32552.0,398.0,5571961,185355.0,30061036,Asia,22.0
Belarus,968676,6870,928536,33270,102572.0,727.0,12941335,1370347.0,9443839,Europe,3523.0
Finland,920692,3334,46000,871358,165714.0,600.0,10512930,1892208.0,5555906,Europe,156835.0
Bolivia,903062,21899,846673,34490,75545.0,1832.0,2686794,224763.0,11953890,South America,2885.0
UAE,893312,2302,872830,18180,88436.0,228.0,150116930,14861298.0,10101199,Asia,1800.0
Uruguay,893009,7181,881881,3947,255513.0,2055.0,6059168,1733682.0,3494970,South America,1129.0
Ecuador,863398,35461,,,47660.0,1957.0,2470170,136356.0,18115595,South America,21200.0
Costa Rica,841343,8327,820853,12163,162541.0,1609.0,4136613,799163.0,5176182,North America,2350.0
Guatemala,834481,17367,811430,5684,45107.0,939.0,4310621,233006.0,18500027,North America,307.0
Latvia,807385,5673,781420,20292,436562.0,3067.0,7095201,3836457.0,1849415,Europe,10972.0
Azerbaijan,792188,9703,782252,233,76908.0,942.0,6735182,653876.0,10300403,Asia,23.0
Panama,766504,8174,756002,2328,172848.0,1843.0,5747623,1296096.0,4434567,North America,525.0
New Zealand,751974,435,672293,79246,150332.0,87.0,6948958,1389208.0,5002100,Australia/Oceania,15843.0
Saudi Arabia,751622,9055,736615,5952,21013.0,253.0,41643842,1164206.0,35770157,Asia,166.0
Sri Lanka,662505,16489,642488,3528,30712.0,764.0,6368159,295210.0,21571652,Asia,164.0
Paraguay,648446,18734,624673,5039,88986.0,2571.0,2615453,358916.0,7287089,South America,691.0
Kuwait,630252,2555,626264,1433,143828.0,583.0,7948416,1813891.0,4381971,Asia,327.0
Myanmar,612224,19434,590666,2124,11121.0,353.0,7761400,140980.0,55053315,Asia,39.0
Palestine,581467,5351,575095,1021,109494.0,1008.0,3078533,579706.0,5310507,Asia,192.0
Dominican Republic,578416,4375,573896,145,52394.0,396.0,3243299,293782.0,11039818,North America,13.0
Estonia,562939,2486,493054,67399,423865.0,1872.0,3270148,2462259.0,1328109,Europe,50748.0
Bahrain,559034,1472,552648,4914,309576.0,815.0,9641431,5339123.0,1805808,Asia,2721.0
Venezuela,521325,5692,513890,1743,18425.0,201.0,3359014,118719.0,28293799,South America,62.0
Moldova,515121,11460,501392,2269,128222.0,2853.0,3179383,791399.0,4017423,Europe,565.0
Egypt,509177,24473,438458,46246,4815.0,231.0,3693367,34929.0,105738251,Africa,437.0
Libya,501738,6419,490052,5267,71309.0,912.0,2473358,351524.0,7036108,Africa,749.0
Ethiopia,470005,7508,453523,8974,3917.0,63.0,4697803,39154.0,119984167,Africa,75.0
Mongolia,469017,2177,313256,153584,139116.0,646.0,4030048,1195362.0,3371404,Asia,45555.0
Cyprus,454362,979,124370,329013,371555.0,801.0,9477138,7749946.0,1222865,Asia,269051.0
Armenia,422643,8619,410295,3729,142160.0,2899.0,2993204,1006791.0,2973014,Asia,1254.0
Honduras,421268,10888,131100,279280,41372.0,1069.0,1263329,124069.0,10182452,North America,27428.0
Oman,388603,4253,383492,858,72832.0,797.0,25000000,4685513.0,5335595,Asia,161.0
Bosnia and Herzegovina,376081,15732,192218,168131,115902.0,4848.0,1742774,537094.0,3244819,Europe,51815.0
Qatar,362404,677,360439,1288,129070.0,241.0,3415234,1216336.0,2807805,Asia,459.0
Réunion,347941,720,331736,15485,383793.0,794.0,1603660,1768904.0,906584,Africa,17081.0
Kenya,323524,5648,317735,141,5792.0,101.0,3540245,63377.0,55859782,Africa,3.0
Zambia,317483,3967,312721,795,16457.0,206.0,3373977,174894.0,19291543,Africa,41.0
North Macedonia,307507,9240,296833,1434,147611.0,4435.0,1976805,948917.0,2083223,Europe,688.0
Botswana,305526,2686,302476,364,125454.0,1103.0,2026898,832279.0,2435358,Africa,149.0
Albania,274136,3492,270272,372,95443.0,1216.0,1785301,621568.0,2872253,Europe,130.0
Algeria,265714,6874,178318,80522,5872.0,152.0,230861,5102.0,45247530,Africa,1780.0
Nigeria,255575,3142,249686,2747,1188.0,15.0,4906535,22805.0,215147361,Africa,13.0
Zimbabwe,246925,5457,240189,1279,16198.0,358.0,2211459,145065.0,15244558,Africa,84.0
Uzbekistan,237994,1637,235857,500,6934.0,48.0,1377915,40143.0,34324785,Asia,15.0
Montenegro,233640,2706,230406,528,371916.0,4308.0,2430353,3868720.0,628206,Europe,840.0
Mozambique,225277,2200,223047,30,6868.0,67.0,1301352,39677.0,32799061,Africa,0.9
Luxembourg,223666,1045,204847,17774,347340.0,1623.0,4184582,6498404.0,643940,Europe,27602.0
Kyrgyzstan,200968,2991,196268,1709,29932.0,445.0,1907195,284061.0,6714041,Asia,255.0
Laos,192860,690,7660,184510,25846.0,92.0,1032460,138366.0,7461781,Asia,24727.0
Iceland,183363,102,75685,107576,531256.0,296.0,1953616,5660194.0,345150,Europe,311679.0
Afghanistan,177974,7671,161033,9270,4397.0,190.0,926472,22890.0,40474192,Asia,229.0
Maldives,177658,298,163687,13673,318764.0,535.0,2213831,3972180.0,557334,Asia,24533.0
Uganda,163972,3596,100195,60181,3396.0,74.0,2577730,53383.0,48287051,Africa,1246.0
El Salvador,161570,4121,144494,12955,24690.0,630.0,1875785,286644.0,6543946,North America,1980.0
Ghana,161048,1445,159566,37,4999.0,45.0,2426051,75304.0,32216690,Africa,1.0
Namibia,157841,4021,153069,751,60197.0,1534.0,989425,377347.0,2622058,Africa,286.0
Martinique,147519,918,104,146497,393644.0,2450.0,828928,2211937.0,374752,North America,390917.0
Guadeloupe,140130,854,2250,137026,350111.0,2134.0,938039,2343662.0,400245,North America,342355.0
Trinidad and Tobago,139973,3774,129827,6372,99449.0,2681.0,681316,484067.0,1407483,North America,4527.0
Brunei ,137947,214,135209,2524,310085.0,481.0,717784,1613473.0,444869,Asia,5674.0
Cambodia,135889,3055,132569,265,7934.0,178.0,2936343,171444.0,17127103,Asia,15.0
Rwanda,129740,1458,45522,82760,9597.0,108.0,5156746,381465.0,13518280,Africa,6122.0
Jamaica,128972,2902,81812,44258,43222.0,973.0,945271,316783.0,2983970,North America,14832.0
Cameroon,119780,1927,117791,62,4322.0,70.0,1751774,63216.0,27710859,Africa,2.0
Angola,99194,1900,97149,145,2861.0,55.0,1499795,43261.0,34668244,Africa,4.0
DRC,86748,1337,50930,34481,919.0,14.0,846704,8973.0,94360709,Africa,365.0
Senegal,85947,1965,83947,35,4905.0,112.0,1052864,60089.0,17521799,Africa,2.0
Malawi,85694,2628,81334,1732,4284.0,131.0,565767,28286.0,20001429,Africa,87.0
Malta,85057,656,75413,8988,191735.0,1479.0,1832027,4129740.0,443618,Europe,20261.0
Ivory Coast,81803,796,80962,45,2971.0,29.0,1480745,53787.0,27529904,Africa,2.0
French Guiana,79529,394,11254,67881,254631.0,1261.0,613484,1964217.0,312330,South America,217337.0
Suriname,79241,1325,49392,28524,132976.0,2224.0,235564,395305.0,595905,South America,47867.0
Channel Islands,70138,157,68420,1561,396955.0,889.0,1249036,7069081.0,176690,Europe,8835.0
Eswatini,69959,1395,68411,153,59219.0,1181.0,1006513,851999.0,1181355,Africa,130.0
Fiji,64492,834,62633,1025,71034.0,919.0,505477,556751.0,907905,Australia/Oceania,1129.0
Madagascar,64050,1388,59313,3349,2213.0,48.0,413244,14276.0,28946042,Africa,116.0
Guyana,63310,1226,61985,99,79811.0,1546.0,576166,726338.0,793248,South America,125.0
Sudan,61987,4907,,,1358.0,107.0,562941,12330.0,45654409,Africa,367.0
Barbados,61267,377,58914,1976,212736.0,1309.0,620629,2154992.0,287996,North America,6861.0
New Caledonia,60362,312,59941,109,207901.0,1075.0,98964,340856.0,290340,Australia/Oceania,375.0
Mauritania,58676,982,57684,10,12061.0,202.0,788469,162066.0,4865118,Africa,2.0
Belize,57318,656,56456,206,139678.0,1599.0,525140,1279712.0,410358,North America,502.0
Cabo Verde,55970,401,55501,68,98775.0,708.0,400982,707649.0,566640,Africa,120.0
Syria,55735,3146,51833,756,3054.0,172.0,146269,8015.0,18250205,Asia,41.0
Gabon,47588,303,47270,15,20527.0,131.0,1589113,685456.0,2318331,Africa,6.0
Papua New Guinea,43374,643,42597,134,4691.0,70.0,249149,26947.0,9245909,Australia/Oceania,14.0
Curaçao,41153,270,40306,577,248994.0,1634.0,494095,2989496.0,165277,North America,3491.0
Andorra,40328,153,39702,473,520475.0,1975.0,249838,3224423.0,77483,Europe,6105.0
Bhutan,38921,13,30039,8869,49480.0,17.0,2154293,2738754.0,786596,Asia,11275.0
Burundi,38609,38,773,37798,3085.0,3.0,345742,27626.0,12515014,Africa,3020.0
Mayotte,36958,187,2964,33807,129942.0,657.0,176919,622034.0,284420,Africa,118863.0
Togo,36955,272,36644,39,4287.0,32.0,722147,83768.0,8620830,Africa,5.0
Mauritius,36943,985,34747,1211,28964.0,772.0,358675,281205.0,1275491,Africa,949.0
Guinea,36459,440,35976,43,2649.0,32.0,660107,47970.0,13760765,Africa,3.0
Faeroe Islands,34658,28,7693,26937,704574.0,569.0,778000,15816223.0,49190,Europe,547611.0
Aruba,34189,212,33893,84,317842.0,1971.0,177885,1653729.0,107566,North America,781.0
Bahamas,33340,789,32229,322,83376.0,1973.0,228890,572407.0,399873,North America,805.0
Lesotho,32910,697,24155,8058,15150.0,321.0,431221,198517.0,2172209,Africa,3710.0
Haiti,30578,834,29044,700,2625.0,72.0,132422,11369.0,11647731,North America,60.0
Mali,30535,729,29663,143,1435.0,34.0,654427,30755.0,21279007,Africa,7.0
Isle of Man,28416,84,26794,1538,331085.0,979.0,150753,1756475.0,85827,Europe,17920.0
Benin,26952,163,25506,1283,2125.0,13.0,604310,47647.0,12683002,Africa,101.0
Somalia,26471,1350,13182,11939,1587.0,81.0,400466,24016.0,16674862,Africa,716.0
Taiwan,26258,853,20931,4474,1099.0,36.0,13139647,549941.0,23892828,Asia,187.0
Congo,24079,385,20178,3516,4182.0,67.0,347815,60410.0,5757550,Africa,611.0
Saint Lucia,23010,365,22607,38,124306.0,1972.0,140903,761193.0,185108,North America,205.0
Timor-Leste,22842,130,22697,15,16762.0,95.0,258642,189797.0,1362730,Asia,11.0
Burkina Faso,20853,382,20439,32,952.0,17.0,248995,11363.0,21913708,Africa,1.0
Cayman Islands,20606,24,8553,12029,307172.0,358.0,222773,3320856.0,67083,North America,179315.0
South Sudan,17333,138,13514,3681,1517.0,12.0,364018,31861.0,11425231,Africa,322.0
Gibraltar,17236,101,16579,556,511864.0,2999.0,534283,15866807.0,33673,Europe,16512.0
Liechtenstein,16702,84,16345,273,435845.0,2192.0,102174,2666267.0,38321,Europe,7124.0
Equatorial Guinea,15904,183,15696,25,10715.0,123.0,303365,204393.0,1484221,Africa,17.0
Djibouti,15593,189,15399,5,15388.0,187.0,300291,296337.0,1013342,Africa,5.0
San Marino,15181,113,14740,328,445753.0,3318.0,144139,4232287.0,34057,Europe,9631.0
CAR,14649,113,6859,7677,2943.0,23.0,81294,16331.0,4977867,Africa,1542.0
Grenada,14024,218,13748,58,123622.0,1922.0,144147,1270656.0,113443,North America,511.0
Bermuda,12711,129,12362,220,205440.0,2085.0,848492,13713667.0,61872,North America,3556.0
Solomon Islands,12005,137,10805,1063,16753.0,191.0,5117,7141.0,716582,Australia/Oceania,1483.0
Gambia,11990,365,11591,34,4727.0,144.0,155686,61382.0,2536349,Africa,13.0
Greenland,11971,21,2761,9189,210224.0,369.0,164926,2896284.0,56944,North America,161369.0
Dominica,11953,63,11757,133,165323.0,871.0,185863,2570684.0,72301,North America,1840.0
Yemen,11812,2146,8999,667,381.0,69.0,265253,8561.0,30984253,Asia,22.0
Monaco,11127,54,10802,271,280044.0,1359.0,54960,1383233.0,39733,Europe,6821.0
Saint Martin,10176,63,1399,8714,255492.0,1582.0,112382,2821612.0,39829,North America,218785.0
Sint Maarten,9833,86,9674,73,224831.0,1966.0,62056,1418909.0,43735,North America,1669.0
Eritrea,9728,103,9623,2,2678.0,28.0,23693,6522.0,3632999,Africa,0.6
Caribbean Netherlands,8992,33,8620,339,337373.0,1238.0,30126,1130304.0,26653,North America,12719.0
Niger,8822,308,8487,27,343.0,12.0,243063,9439.0,25750757,Africa,1.0
Guinea-Bissau,8172,170,7260,742,3986.0,83.0,130662,63737.0,2050011,Africa,362.0
Tonga,7931,9,5934,1988,73566.0,83.0,275789,2558150.0,107808,Australia/Oceania,18440.0
Sierra Leone,7675,125,,,929.0,15.0,259958,31460.0,8263042,Africa,331.0
Antigua and Barbuda,7511,135,7358,18,75595.0,1359.0,18901,190229.0,99359,North America,181.0
Liberia,7400,294,5747,1359,1405.0,56.0,139824,26546.0,5267275,Africa,258.0
Chad,7347,192,4874,2281,426.0,11.0,191341,11088.0,17256711,Africa,132.0
St. Vincent Grenadines,6748,106,6639,3,60487.0,950.0,98670,884441.0,111562,North America,27.0
British Virgin Islands,6162,62,,,201465.0,2027.0,102294,3344471.0,30586,North America,621.0
Sao Tome and Principe,5948,73,5872,3,26280.0,323.0,29036,128287.0,226336,Africa,13.0
Turks and Caicos,5923,36,5859,28,149416.0,908.0,447713,11294190.0,39641,North America,706.0
Saint Kitts and Nevis,5552,43,5506,3,103076.0,798.0,65141,1209383.0,53863,North America,56.0
Vanuatu,4915,3,3293,1619,15369.0,9.0,24976,78099.0,319800,Australia/Oceania,5063.0
St. Barth,4313,6,,,434340.0,604.0,78646,7920040.0,9930,North America,387210.0
Palau,4098,6,3785,307,224597.0,329.0,42036,2303847.0,18246,Australia/Oceania,16826.0
Cook Islands,3171,,2319,852,180252.0,,13184,749432.0,17592,Australia/Oceania,48431.0
Anguilla,2717,9,2692,16,178293.0,591.0,51382,3371744.0,15239,North America,1050.0
Saint Pierre Miquelon,2418,1,2256,161,420961.0,174.0,22645,3942375.0,5744,North America,28029.0
Wallis and Futuna,454,7,438,9,41682.0,643.0,20508,1882850.0,10892,Australia/Oceania,826.0
Montserrat,176,2,173,1,35221.0,400.0,9403,1881729.0,4997,North America,200.0
Falkland Islands,128,,,,34982.0,,8632,2359115.0,3659,South America,1093.0
Macao,82,,82,0,123.0,,5375,8083.0,664949,Asia,
