"Country,Other",TotalCases,TotalDeaths,TotalRecovered,ActiveCases,Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,Active Cases/1M pop
Poland,5975034,115536,5333630,525868,158181.0,3059.0,35808565,947982.0,37773481,Europe,13922.0
Mexico,5683288,323403,4982288,377597,43277.0,2463.0,15632134,119036.0,131322449,North America,2875.0
Ukraine,4980224,108098,,,115096.0,2498.0,19521252,451147.0,43270260,Europe,18814.0
Australia,4911725,6495,4420823,484407,188754.0,250.0,67345284,2588032.0,26021808,Australia/Oceania,18615.0
Malaysia,4292585,35228,4099786,157571,129695.0,1064.0,57195409,1728089.0,33097496,Asia,4761.0
Israel,3982531,10559,3894082,77890,427035.0,1132.0,41373364,4436346.0,9326000,Asia,8352.0
Austria,3950161,16141,3701204,232816,434224.0,1774.0,178486429,19620230.0,9097061,Europe,25592.0
Belgium,3915732,30997,3567029,317706,335291.0,2654.0,33001012,2825765.0,11678611,Europe,27204.0
Czechia,3850935,39839,3753150,57946,358425.0,3708.0,54847071,5104887.0,10744033,Europe,5393.0
Thailand,3807908,25791,3534063,248054,54314.0,368.0,17270775,246342.0,70108987,Asia,3538.0
South Africa,3728689,100075,3615531,13083,61501.0,1651.0,23996380,395799.0,60627747,Africa,216.0
Philippines,3680512,59591,3589451,31470,32817.0,531.0,29066768,259169.0,112153795,Asia,281.0
Portugal,3657771,21852,,,360576.0,2154.0,40239817,3966758.0,10144258,Europe,74894.0
Canada,3552283,37935,3322837,191511,92686.0,990.0,59788211,1559993.0,38325951,North America,4997.0
Peru,3550240,212420,,,105093.0,6288.0,29043592,859735.0,33782021,South America,47870.0
Switzerland,3512093,13749,2965701,532643,400637.0,1568.0,20400357,2327139.0,8766283,Europe,60760.0
Chile,3500670,56912,3157504,286254,180394.0,2933.0,35923936,1851206.0,19405690,South America,14751.0
Greece,3137714,27968,2889000,220746,303653.0,2707.0,75846164,7340019.0,10333238,Europe,21363.0
Denmark,2930344,5837,2878124,46383,502788.0,1002.0,126921704,21777211.0,5828189,Europe,7958.0
Romania,2868777,65170,2606660,196947,150898.0,3428.0,22269669,1171391.0,19011305,Europe,10359.0
Sweden,2491980,18472,2444490,29018,244064.0,1809.0,18445431,1806540.0,10210366,Europe,2842.0
Iraq,2321369,25181,2286917,9271,55517.0,602.0,18379613,439557.0,41813985,Asia,222.0
Serbia,1986439,15862,1939430,31147,228977.0,1828.0,9275301,1069164.0,8675283,Europe,3590.0
Bangladesh,1951947,29123,1886663,36161,11648.0,174.0,13872206,82778.0,167583899,Asia,216.0
Hungary,1865607,45684,1723020,96903,193989.0,4750.0,11180076,1162523.0,9617076,Europe,10076.0
Slovakia,1741695,19500,1647000,75195,318740.0,3569.0,6950054,1271900.0,5464308,Europe,13761.0
Jordan,1694216,14048,1678941,1227,163191.0,1353.0,16670254,1605715.0,10381824,Asia,118.0
Georgia,1650708,16765,1629987,3956,415204.0,4217.0,16521115,4155567.0,3975658,Asia,995.0
Pakistan,1526093,30361,1486534,9198,6680.0,133.0,27662867,121086.0,228456212,Asia,40.0
Ireland,1484321,6843,1320122,157356,294796.0,1359.0,11899885,2363393.0,5035086,Europe,31252.0
Norway,1413957,2667,,,257269.0,485.0,11002430,2001888.0,5496027,Europe,240599.0
Kazakhstan,1305245,13660,1290364,1221,68078.0,712.0,11575012,603717.0,19172901,Asia,64.0
Hong Kong,1183235,8557,,,155601.0,1125.0,44972952,5914159.0,7604285,Asia,152736.0
Morocco,1163806,16061,1146993,752,30885.0,426.0,11237010,298204.0,37682317,Africa,20.0
Bulgaria,1144107,36672,937551,169884,166872.0,5349.0,9671105,1410569.0,6856175,Europe,24778.0
Singapore,1128155,1290,1054244,72621,190197.0,217.0,23611604,3980704.0,5931515,Asia,12243.0
Croatia,1106557,15652,1082264,8641,272510.0,3855.0,4709395,1159776.0,4060607,Europe,2128.0
Cuba,1095006,8517,1083597,2892,96780.0,753.0,12920253,1141928.0,11314419,North America,256.0
Lebanon,1094096,10331,1070051,13714,161573.0,1526.0,4795578,708198.0,6771523,Asia,2025.0
Lithuania,1037464,8943,981030,47491,390715.0,3368.0,8119294,3057774.0,2655296,Europe,17885.0
Tunisia,1037358,28425,,,86182.0,2362.0,4537900,377003.0,12036780,Africa,-1085.59
Slovenia,982978,6523,943706,32749,472712.0,3137.0,2624168,1261958.0,2079442,Europe,15749.0
Nepal,978545,11951,965847,747,32552.0,398.0,5569233,185264.0,30061036,Asia,25.0
Belarus,967731,6866,928536,32329,102472.0,727.0,12928823,1369022.0,9443839,Europe,3423.0
Finland,920692,3334,46000,871358,165714.0,600.0,10512930,1892208.0,5555906,Europe,156835.0
Bolivia,902920,21897,845896,35127,75534.0,1832.0,2686794,224763.0,11953890,South America,2939.0
UAE,893072,2302,872271,18499,88412.0,228.0,149874467,14837295.0,10101199,Asia,1831.0
Uruguay,892454,7179,880922,4353,255354.0,2054.0,6052993,1731916.0,3494970,South America,1246.0
Ecuador,863398,35461,,,47660.0,1957.0,2470170,136356.0,18115595,South America,21200.0
Costa Rica,841343,8327,820853,12163,162541.0,1609.0,4136613,799163.0,5176182,North America,2350.0
Guatemala,833723,17361,810370,5992,45066.0,938.0,4299794,232421.0,18500027,North America,324.0
Latvia,806425,5670,778611,22144,436043.0,3066.0,7089942,3833613.0,1849415,Europe,11974.0
Azerbaijan,792166,9703,782204,259,76906.0,942.0,6731315,653500.0,10300403,Asia,25.0
Panama,766177,8174,755893,2110,172774.0,1843.0,5741600,1294737.0,4434567,North America,476.0
Saudi Arabia,751518,9054,736316,6148,21010.0,253.0,41631441,1163860.0,35770157,Asia,172.0
New Zealand,741987,426,658762,82799,148335.0,85.0,6946043,1388625.0,5002100,Australia/Oceania,16553.0
Sri Lanka,662425,16487,642468,3470,30708.0,764.0,6368159,295210.0,21571652,Asia,161.0
Paraguay,648353,18731,624673,4949,88973.0,2570.0,2601300,356974.0,7287089,South America,679.0
Kuwait,630134,2555,626113,1466,143801.0,583.0,7944328,1812958.0,4381971,Asia,335.0
Myanmar,612132,19434,590554,2144,11119.0,353.0,7746452,140708.0,55053315,Asia,39.0
Palestine,581467,5351,575095,1021,109494.0,1008.0,3078533,579706.0,5310507,Asia,192.0
Dominican Republic,578416,4375,573896,145,52394.0,396.0,3243299,293782.0,11039818,North America,13.0
Estonia,562111,2481,491767,67863,423242.0,1868.0,3266298,2459360.0,1328109,Europe,51097.0
Bahrain,558609,1472,552034,5103,309340.0,815.0,9637979,5337211.0,1805808,Asia,2826.0
Venezuela,521186,5691,513762,1733,18421.0,201.0,3359014,118719.0,28293799,South America,61.0
Moldova,514882,11455,501113,2314,128162.0,2851.0,3176024,790563.0,4017423,Europe,576.0
Egypt,509177,24473,438458,46246,4815.0,231.0,3693367,34929.0,105738251,Africa,437.0
Libya,501738,6419,490052,5267,71309.0,912.0,2473358,351524.0,7036108,Africa,749.0
Ethiopia,469979,7508,452542,9929,3917.0,63.0,4692876,39112.0,119984167,Africa,83.0
Mongolia,468931,2177,313256,153498,139091.0,646.0,4030048,1195362.0,3371404,Asia,45529.0
Cyprus,452334,957,124370,327007,369897.0,783.0,9477138,7749946.0,1222865,Asia,267411.0
Armenia,422629,8619,410270,3740,142155.0,2899.0,2991158,1006103.0,2973014,Asia,1258.0
Honduras,421268,10888,131100,279280,41372.0,1069.0,1263329,124069.0,10182452,North America,27428.0
Oman,388603,4253,383492,858,72832.0,797.0,25000000,4685513.0,5335595,Asia,161.0
Bosnia and Herzegovina,376028,15728,192218,168082,115886.0,4847.0,1742774,537094.0,3244819,Europe,51800.0
Qatar,362404,677,360439,1288,129070.0,241.0,3415234,1216336.0,2807805,Asia,459.0
Réunion,347941,720,331736,15485,383793.0,794.0,1603660,1768904.0,906584,Africa,17081.0
Kenya,323524,5648,317735,141,5792.0,101.0,3540245,63377.0,55859782,Africa,3.0
Zambia,317483,3967,312721,795,16457.0,206.0,3373977,174894.0,19291543,Africa,41.0
North Macedonia,307344,9236,296574,1534,147533.0,4434.0,1976805,948917.0,2083223,Europe,736.0
Botswana,305526,2686,302476,364,125454.0,1103.0,2026898,832279.0,2435358,Africa,149.0
Albania,274108,3492,270155,461,95433.0,1216.0,1784455,621274.0,2872253,Europe,161.0
Algeria,265707,6874,178318,80515,5872.0,152.0,230861,5102.0,45247530,Africa,1779.0
Nigeria,255575,3142,249686,2747,1188.0,15.0,4906535,22805.0,215147361,Africa,13.0
Zimbabwe,246870,5455,239584,1831,16194.0,358.0,2208905,144898.0,15244558,Africa,120.0
Uzbekistan,237967,1637,235825,505,6933.0,48.0,1377915,40143.0,34324785,Asia,15.0
Montenegro,233582,2706,230334,542,371824.0,4308.0,2429449,3867281.0,628206,Europe,863.0
Mozambique,225275,2200,223021,54,6868.0,67.0,1300542,39652.0,32799061,Africa,2.0
Luxembourg,222804,1042,202630,19132,346001.0,1618.0,4181654,6493857.0,643940,Europe,29711.0
Kyrgyzstan,200968,2991,196268,1709,29932.0,445.0,1907195,284061.0,6714041,Asia,255.0
Laos,191018,687,7660,182671,25600.0,92.0,1032460,138366.0,7461781,Asia,24481.0
Iceland,182633,102,75685,106846,529141.0,296.0,1890042,5476002.0,345150,Europe,309564.0
Afghanistan,177974,7671,161033,9270,4397.0,190.0,926472,22890.0,40474192,Asia,229.0
Maldives,177658,298,163687,13673,318764.0,535.0,2213831,3972180.0,557334,Asia,24533.0
Uganda,163954,3596,100195,60163,3395.0,74.0,2573530,53296.0,48287051,Africa,1246.0
El Salvador,161570,4121,144494,12955,24690.0,630.0,1875785,286644.0,6543946,North America,1980.0
Ghana,161034,1445,159547,42,4998.0,45.0,2424907,75269.0,32216690,Africa,1.0
Namibia,157825,4020,153069,736,60191.0,1533.0,988662,377056.0,2622058,Africa,281.0
Martinique,147519,918,104,146497,393644.0,2450.0,828928,2211937.0,374752,North America,390917.0
Guadeloupe,140130,854,2250,137026,350111.0,2134.0,938039,2343662.0,400245,North America,342355.0
Trinidad and Tobago,139595,3773,129504,6318,99181.0,2681.0,680567,483535.0,1407483,North America,4489.0
Brunei ,137585,214,134632,2739,309271.0,481.0,717784,1613473.0,444869,Asia,6157.0
Cambodia,135861,3055,132517,289,7933.0,178.0,2934903,171360.0,17127103,Asia,17.0
Rwanda,129740,1458,45522,82760,9597.0,108.0,5156746,381465.0,13518280,Africa,6122.0
Jamaica,128950,2901,81671,44378,43214.0,972.0,941163,315406.0,2983970,North America,14872.0
Cameroon,119780,1927,117791,62,4322.0,70.0,1751774,63216.0,27710859,Africa,2.0
Angola,99194,1900,97149,145,2861.0,55.0,1499795,43261.0,34668244,Africa,4.0
DRC,86748,1337,50930,34481,919.0,14.0,846704,8973.0,94360709,Africa,365.0
Senegal,85940,1965,83941,34,4905.0,112.0,1052010,60040.0,17521799,Africa,2.0
Malawi,85683,2628,81226,1829,4284.0,131.0,564990,28247.0,20001429,Africa,91.0
Malta,84398,652,74993,8753,190249.0,1470.0,1828355,4121463.0,443618,Europe,19731.0
Ivory Coast,81800,796,80956,48,2971.0,29.0,1479541,53743.0,27529904,Africa,2.0
French Guiana,79529,394,11254,67881,254631.0,1261.0,613484,1964217.0,312330,South America,217337.0
Suriname,79241,1325,49392,28524,132976.0,2224.0,235564,395305.0,595905,South America,47867.0
Channel Islands,70003,157,68228,1618,396191.0,889.0,1248431,7065657.0,176690,Europe,9157.0
Eswatini,69947,1395,68388,164,59209.0,1181.0,1005982,851549.0,1181355,Africa,139.0
Fiji,64491,834,62626,1031,71033.0,919.0,505477,556751.0,907905,Australia/Oceania,1136.0
Madagascar,64050,1388,59313,3349,2213.0,48.0,413244,14276.0,28946042,Africa,116.0
Guyana,63305,1226,61980,99,79805.0,1546.0,575267,725204.0,793248,South America,125.0
Sudan,61987,4907,,,1358.0,107.0,562941,12330.0,45654409,Africa,367.0
Barbados,61267,377,58914,1976,212736.0,1309.0,620629,2154992.0,287996,North America,6861.0
New Caledonia,60358,312,59894,152,207887.0,1075.0,98964,340856.0,290340,Australia/Oceania,524.0
Mauritania,58675,982,57684,9,12060.0,202.0,787863,161941.0,4865118,Africa,2.0
Belize,57318,656,56456,206,139678.0,1599.0,525140,1279712.0,410358,North America,502.0
Cabo Verde,55963,401,55499,63,98763.0,708.0,400982,707649.0,566640,Africa,111.0
Syria,55731,3146,51818,767,3054.0,172.0,146269,8015.0,18250205,Asia,42.0
Gabon,47588,303,47270,15,20527.0,131.0,1589113,685456.0,2318331,Africa,6.0
Papua New Guinea,43374,643,42597,134,4691.0,70.0,249149,26947.0,9245909,Australia/Oceania,14.0
Curaçao,40671,267,39858,546,246078.0,1615.0,494095,2989496.0,165277,North America,3304.0
Andorra,40328,153,39702,473,520475.0,1975.0,249838,3224423.0,77483,Europe,6105.0
Burundi,38609,38,773,37798,3085.0,3.0,345742,27626.0,12515014,Africa,3020.0
Bhutan,37049,12,29128,7909,47100.0,15.0,2145424,2727479.0,786596,Asia,10055.0
Togo,36955,272,36644,39,4287.0,32.0,722147,83768.0,8620830,Africa,5.0
Mauritius,36904,985,34656,1263,28933.0,772.0,358675,281205.0,1275491,Africa,990.0
Mayotte,36891,187,2964,33740,129706.0,657.0,176919,622034.0,284420,Africa,118627.0
Guinea,36459,440,35976,43,2649.0,32.0,660107,47970.0,13760765,Africa,3.0
Faeroe Islands,34658,28,7693,26937,704574.0,569.0,778000,15816223.0,49190,Europe,547611.0
Aruba,34051,212,33752,87,316559.0,1971.0,177885,1653729.0,107566,North America,809.0
Bahamas,33330,788,32221,321,83351.0,1971.0,226807,567198.0,399873,North America,803.0
Lesotho,32910,697,24155,8058,15150.0,321.0,431221,198517.0,2172209,Africa,3710.0
Haiti,30575,833,28975,767,2625.0,72.0,132422,11369.0,11647731,North America,66.0
Mali,30526,729,29663,134,1435.0,34.0,654427,30755.0,21279007,Africa,6.0
Isle of Man,28416,84,26794,1538,331085.0,979.0,150753,1756475.0,85827,Europe,17920.0
Benin,26952,163,25506,1283,2125.0,13.0,604310,47647.0,12683002,Africa,101.0
Somalia,26471,1350,13182,11939,1587.0,81.0,400466,24016.0,16674862,Africa,716.0
Taiwan,25756,853,20805,4098,1078.0,36.0,13066514,546880.0,23892828,Asia,172.0
Congo,24079,385,20178,3516,4182.0,67.0,347815,60410.0,5757550,Africa,611.0
Saint Lucia,22998,365,22601,32,124241.0,1972.0,140771,760480.0,185108,North America,173.0
Timor-Leste,22842,130,22697,15,16762.0,95.0,258642,189797.0,1362730,Asia,11.0
Burkina Faso,20853,382,20439,32,952.0,17.0,248995,11363.0,21913708,Africa,1.0
Cayman Islands,20606,24,8553,12029,307172.0,358.0,222773,3320856.0,67083,North America,179315.0
South Sudan,17311,138,13514,3659,1515.0,12.0,364018,31861.0,11425231,Africa,320.0
Gibraltar,17236,101,16579,556,511864.0,2999.0,534283,15866807.0,33673,Europe,16512.0
Liechtenstein,16702,84,16345,273,435845.0,2192.0,102174,2666267.0,38321,Europe,7124.0
Equatorial Guinea,15904,183,15696,25,10715.0,123.0,303365,204393.0,1484221,Africa,17.0
Djibouti,15593,189,15398,6,15388.0,187.0,300050,296099.0,1013342,Africa,6.0
San Marino,15181,113,14740,328,445753.0,3318.0,144139,4232287.0,34057,Europe,9631.0
CAR,14649,113,6859,7677,2943.0,23.0,81294,16331.0,4977867,Africa,1542.0
Grenada,14024,218,13748,58,123622.0,1922.0,144147,1270656.0,113443,North America,511.0
Bermuda,12711,129,12362,220,205440.0,2085.0,848492,13713667.0,61872,North America,3556.0
Solomon Islands,12005,137,10805,1063,16753.0,191.0,5117,7141.0,716582,Australia/Oceania,1483.0
Gambia,11990,365,11591,34,4727.0,144.0,155686,61382.0,2536349,Africa,13.0
Greenland,11971,21,2761,9189,210224.0,369.0,164926,2896284.0,56944,North America,161369.0
Dominica,11953,63,11757,133,165323.0,871.0,185863,2570684.0,72301,North America,1840.0
Yemen,11812,2145,8999,668,381.0,69.0,265253,8561.0,30984253,Asia,22.0
Monaco,11070,54,10757,259,278610.0,1359.0,54960,1383233.0,39733,Europe,6519.0
Saint Martin,10176,63,1399,8714,255492.0,1582.0,112382,2821612.0,39829,North America,218785.0
Sint Maarten,9833,86,9674,73,224831.0,1966.0,62056,1418909.0,43735,North America,1669.0
Eritrea,9728,103,9623,2,2678.0,28.0,23693,6522.0,3632999,Africa,0.6
Caribbean Netherlands,8872,33,8479,360,332871.0,1238.0,30126,1130304.0,26653,North America,13507.0
Niger,8822,308,8487,27,343.0,12.0,243063,9439.0,25750757,Africa,1.0
Guinea-Bissau,8172,170,7260,742,3986.0,83.0,130662,63737.0,2050011,Africa,362.0
Sierra Leone,7675,125,,,929.0,15.0,259958,31460.0,8263042,Africa,331.0
Tonga,7665,9,5733,1923,71099.0,83.0,261324,2423976.0,107808,Australia/Oceania,17837.0
Antigua and Barbuda,7511,135,7358,18,75595.0,1359.0,18901,190229.0,99359,North America,181.0
Liberia,7400,294,5747,1359,1405.0,56.0,139824,26546.0,5267275,Africa,258.0
Chad,7347,192,4874,2281,426.0,11.0,191341,11088.0,17256711,Africa,132.0
St. Vincent Grenadines,6748,106,6639,3,60487.0,950.0,98670,884441.0,111562,North America,27.0
British Virgin Islands,6162,62,,,201465.0,2027.0,102294,3344471.0,30586,North America,621.0
Sao Tome and Principe,5948,73,5872,3,26280.0,323.0,29036,128287.0,226336,Africa,13.0
Turks and Caicos,5923,36,5859,28,149416.0,908.0,447713,11294190.0,39641,North America,706.0
Saint Kitts and Nevis,5551,43,5506,2,103058.0,798.0,65141,1209383.0,53863,North America,37.0
Vanuatu,4915,3,3293,1619,15369.0,9.0,24976,78099.0,319800,Australia/Oceania,5063.0
St. Barth,4313,6,,,434340.0,604.0,78646,7920040.0,9930,North America,387210.0
Palau,4070,6,3732,332,223063.0,329.0,41281,2262468.0,18246,Australia/Oceania,18196.0
Cook Islands,2875,,2004,871,163427.0,,12829,729252.0,17592,Australia/Oceania,49511.0
Anguilla,2717,9,2692,16,178293.0,591.0,51382,3371744.0,15239,North America,1050.0
Saint Pierre Miquelon,2418,1,2256,161,420961.0,174.0,22096,3846797.0,5744,North America,28029.0
Wallis and Futuna,454,7,438,9,41682.0,643.0,20508,1882850.0,10892,Australia/Oceania,826.0
Montserrat,176,2,173,1,35221.0,400.0,9403,1881729.0,4997,North America,200.0
Falkland Islands,128,,,,34982.0,,8632,2359115.0,3659,South America,1093.0
Macao,82,,82,0,123.0,,5375,8083.0,664949,Asia,
