"Country,Other",TotalCases,TotalDeaths,TotalRecovered,ActiveCases,Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,Active Cases/1M pop
South Africa,3732075,100096,3619311,12668,61553.0,1651.0,24060151,396824.0,60631833,Africa,209.0
Philippines,3681374,59769,3593225,28380,32822.0,533.0,29151556,259906.0,112161766,Asia,253.0
Portugal,3667184,21874,,,361509.0,2156.0,40464651,3988985.0,10144096,Europe,75821.0
Canada,3568118,38003,3333303,196812,93095.0,992.0,59839826,1561266.0,38327757,North America,5135.0
Peru,3551540,212486,,,105123.0,6289.0,29204946,864447.0,33784532,South America,47903.0
Switzerland,3512093,13752,3027893,470448,400621.0,1569.0,20400357,2327047.0,8766629,Europe,53664.0
Chile,3512020,57041,3212065,242914,180971.0,2939.0,36115860,1861010.0,19406586,South America,12517.0
Greece,3173630,28130,2958806,186694,307137.0,2722.0,76515099,7404954.0,10332961,Europe,18068.0
Denmark,2936789,5908,2890708,40173,503884.0,1014.0,126974589,21785870.0,5828300,Europe,6893.0
Romania,2872849,65207,2606660,200982,151118.0,3430.0,22327299,1174465.0,19010608,Europe,10572.0
Sweden,2491980,18472,2448211,25297,244056.0,1809.0,18445431,1806479.0,10210710,Europe,2477.0
Iraq,2321874,25185,2288524,8165,55522.0,602.0,18392880,439822.0,41818929,Asia,195.0
Serbia,1989415,15884,1946136,27395,229325.0,1831.0,9302535,1072327.0,8675092,Europe,3158.0
Bangladesh,1952065,29123,1888640,34302,11648.0,174.0,13888179,82869.0,167592858,Asia,205.0
Hungary,1868007,45721,1725324,96962,194241.0,4754.0,11191893,1163768.0,9616942,Europe,10082.0
Slovakia,1750541,19573,1667876,63092,320358.0,3582.0,6974263,1276327.0,5464322,Europe,11546.0
Jordan,1694216,14048,1678941,1227,163182.0,1353.0,16670254,1605630.0,10382377,Asia,118.0
Georgia,1651470,16771,1631434,3265,415400.0,4218.0,16574189,4168961.0,3975616,Asia,821.0
Pakistan,1526568,30361,1486820,9387,6681.0,133.0,27740595,121414.0,228479688,Asia,41.0
Ireland,1487164,6863,1325838,154463,295342.0,1363.0,11910682,2365395.0,5035388,Europe,30675.0
Norway,1415928,2667,,,257617.0,485.0,11002430,2001803.0,5496259,Europe,240947.0
Kazakhstan,1305292,13660,1290521,1111,68076.0,712.0,11575012,603679.0,19174128,Asia,58.0
Hong Kong,1190183,8770,,,156508.0,1153.0,44972952,5913901.0,7604617,Asia,153615.0
Morocco,1164030,16061,1147180,789,30889.0,426.0,11237010,298185.0,37684707,Africa,21.0
Bulgaria,1145408,36700,939051,169657,167069.0,5353.0,9692112,1413691.0,6855891,Europe,24746.0
Singapore,1138001,1301,1069285,67415,191849.0,219.0,23611604,3980535.0,5931766,Asia,11365.0
Croatia,1109066,15685,1086643,6738,273137.0,3863.0,4721021,1162679.0,4060469,Europe,1659.0
Cuba,1096837,8518,1085490,2829,96942.0,753.0,12920253,1141932.0,11314381,North America,250.0
Lebanon,1094672,10341,1072082,12249,161662.0,1527.0,4795578,708215.0,6771357,Asia,1809.0
Lithuania,1041489,8968,989597,42924,392261.0,3378.0,8137789,3064977.0,2655090,Europe,16167.0
Tunisia,1037358,28425,,,86178.0,2361.0,4537900,376982.0,12037455,Africa,-1085.53
Slovenia,987527,6535,950887,30105,474900.0,3143.0,2627115,1263374.0,2079444,Europe,14477.0
Nepal,978571,11951,966028,592,32550.0,398.0,5576300,185482.0,30063903,Asia,20.0
Belarus,970141,6874,928536,34731,102728.0,728.0,12964077,1372757.0,9443822,Europe,3678.0
Finland,920692,3334,46000,871358,165713.0,600.0,10512930,1892192.0,5555953,Europe,156833.0
Bolivia,903306,21899,848265,33142,75560.0,1832.0,2686794,224747.0,11954760,South America,2772.0
Uruguay,893909,7182,883171,3556,255765.0,2055.0,6068869,1736426.0,3495035,South America,1017.0
UAE,893762,2302,874040,17420,88475.0,228.0,150592774,14907442.0,10101852,Asia,1724.0
Ecuador,863398,35461,,,47657.0,1957.0,2470170,136345.0,18117060,South America,21199.0
Costa Rica,841343,8327,820853,12163,162533.0,1609.0,4136613,799124.0,5176436,North America,2350.0
Guatemala,835338,17377,812888,5073,45149.0,939.0,4322582,233630.0,18501840,North America,274.0
Latvia,808799,5679,785060,18060,437354.0,3071.0,7101595,3840149.0,1849302,Europe,9766.0
Azerbaijan,792237,9703,782332,202,76909.0,942.0,6743461,654648.0,10300902,Asia,20.0
New Zealand,767295,457,692751,74087,153395.0,91.0,6951558,1389728.0,5002100,Australia/Oceania,14811.0
Panama,766931,8176,756736,2019,172929.0,1844.0,5757004,1298102.0,4434939,North America,455.0
Saudi Arabia,751813,9058,737199,5556,21016.0,253.0,41664826,1164696.0,35773122,Asia,155.0
Sri Lanka,662592,16489,642500,3603,30715.0,764.0,6368159,295203.0,21572141,Asia,167.0
Paraguay,648446,18734,624673,5039,88980.0,2571.0,2615453,358892.0,7287567,South America,691.0
Kuwait,630252,2555,626264,1433,143817.0,583.0,7948416,1813747.0,4382317,Asia,327.0
Myanmar,612341,19434,590889,2018,11122.0,353.0,7782033,141349.0,55055305,Asia,37.0
Palestine,581678,5352,575613,713,109520.0,1008.0,3078533,579635.0,5311157,Asia,134.0
Dominican Republic,578531,4375,574035,121,52401.0,396.0,3247359,294134.0,11040412,North America,11.0
Estonia,564031,2494,495521,66016,424686.0,1878.0,3275072,2465957.0,1328114,Europe,49707.0
Bahrain,560023,1473,554013,4537,310067.0,816.0,9649168,5342446.0,1806133,Asia,2512.0
Venezuela,521471,5695,514082,1694,18431.0,201.0,3359014,118721.0,28293361,South America,60.0
Moldova,515445,11462,501862,2121,128304.0,2853.0,3184739,792742.0,4017372,Europe,528.0
Egypt,509177,24473,438458,46246,4815.0,231.0,3693367,34926.0,105748814,Africa,437.0
Libya,501834,6429,490837,4568,71317.0,914.0,2475203,351760.0,7036619,Africa,649.0
Ethiopia,470050,7509,453570,8971,3917.0,63.0,4704274,39202.0,119999775,Africa,75.0
Mongolia,469136,2177,313256,153703,139140.0,646.0,4030048,1195260.0,3371692,Asia,45586.0
Cyprus,457585,982,124370,332233,374176.0,803.0,9477138,7749642.0,1222913,Asia,271673.0
Armenia,422677,8620,410324,3733,142170.0,2899.0,2998412,1008532.0,2973045,Asia,1256.0
Honduras,421268,10888,131100,279280,41368.0,1069.0,1263329,124059.0,10183314,North America,27425.0
Oman,388686,4254,383681,751,72838.0,797.0,25000000,4684888.0,5336307,Asia,141.0
Bosnia and Herzegovina,376081,15732,192218,168131,115906.0,4849.0,1742774,537113.0,3244708,Europe,51817.0
Qatar,362783,677,360875,1231,129205.0,241.0,3417141,1217015.0,2807805,Asia,438.0
Réunion,347941,720,331736,15485,383779.0,794.0,1603660,1768836.0,906619,Africa,17080.0
Kenya,323541,5648,317775,118,5791.0,101.0,3549966,63544.0,55866269,Africa,2.0
Zambia,317483,3967,312721,795,16455.0,206.0,3373977,174868.0,19294367,Africa,41.0
North Macedonia,307796,9251,297164,1381,147750.0,4441.0,1976805,948917.0,2083223,Europe,663.0
Botswana,305526,2686,302476,364,125441.0,1103.0,2026898,832190.0,2435618,Africa,149.0
Albania,274219,3493,270341,385,95472.0,1216.0,1786831,622105.0,2872236,Europe,134.0
Algeria,265724,6874,178321,80529,5872.0,152.0,230861,5102.0,45251863,Africa,1780.0
Nigeria,255606,3142,249718,2746,1188.0,15.0,4906535,22802.0,215175364,Africa,13.0
Zimbabwe,246973,5457,240339,1177,16199.0,358.0,2214122,145229.0,15245741,Africa,77.0
Uzbekistan,238071,1637,235981,453,6935.0,48.0,1377915,40140.0,34327437,Asia,13.0
Montenegro,233721,2706,230555,460,372045.0,4307.0,2432283,3871786.0,628207,Europe,732.0
Mozambique,225293,2200,223047,46,6868.0,67.0,1302362,39701.0,32803865,Africa,1.0
Luxembourg,223666,1045,204847,17774,347310.0,1623.0,4184582,6497838.0,643996,Europe,27600.0
Kyrgyzstan,200970,2991,196293,1686,29930.0,445.0,1907195,284036.0,6714629,Asia,251.0
Laos,195465,698,7660,187107,26193.0,94.0,1032460,138356.0,7462358,Asia,25073.0
Iceland,183363,102,75685,107576,531238.0,296.0,1953616,5659997.0,345162,Europe,311668.0
Afghanistan,177974,7671,161033,9270,4397.0,190.0,926472,22888.0,40478994,Asia,229.0
Maldives,177658,298,163687,13673,318734.0,535.0,2213831,3971809.0,557386,Asia,24531.0
Uganda,163993,3596,100198,60199,3396.0,74.0,2587984,53587.0,48294982,Africa,1246.0
El Salvador,162089,4122,150662,7305,24769.0,630.0,1950448,298046.0,6544124,North America,1116.0
Ghana,161048,1445,159566,37,4998.0,45.0,2426051,75296.0,32220242,Africa,1.0
Namibia,157896,4021,153069,806,60213.0,1533.0,991139,377964.0,2622310,Africa,307.0
Martinique,147519,918,104,146497,393646.0,2450.0,828928,2211949.0,374750,North America,390919.0
Trinidad and Tobago,140332,3780,130316,6236,99702.0,2686.0,682433,484852.0,1407508,North America,4431.0
Guadeloupe,140130,854,2250,137026,350111.0,2134.0,938039,2343662.0,400245,North America,342355.0
Brunei ,138530,215,136073,2242,311379.0,483.0,717784,1613389.0,444892,Asia,5039.0
Cambodia,135947,3055,132618,274,7937.0,178.0,2938205,171540.0,17128368,Asia,16.0
Rwanda,129750,1458,45522,82770,9597.0,108.0,5166836,382161.0,13520040,Africa,6122.0
Jamaica,128972,2902,81812,44258,43221.0,973.0,945271,316776.0,2984040,North America,14832.0
Cameroon,119780,1927,117791,62,4322.0,70.0,1751774,63208.0,27714481,Africa,2.0
Angola,99194,1900,97149,145,2861.0,55.0,1499795,43254.0,34673857,Africa,4.0
DRC,86748,1337,50930,34481,919.0,14.0,846704,8972.0,94375655,Africa,365.0
Malta,86162,662,76061,9439,194223.0,1492.0,1838360,4143960.0,443624,Europe,21277.0
Senegal,85950,1965,83959,26,4905.0,112.0,1054841,60193.0,17524218,Africa,1.0
Malawi,85703,2628,81385,1690,4284.0,131.0,566331,28311.0,20004139,Africa,84.0
Ivory Coast,81828,796,80985,47,2972.0,29.0,1482520,53844.0,27533484,Africa,2.0
French Guiana,79529,394,11254,67881,254596.0,1261.0,613484,1963947.0,312373,South America,217308.0
Suriname,79241,1325,49392,28524,132969.0,2223.0,235564,395285.0,595934,South America,47864.0
Channel Islands,70138,157,68420,1561,396935.0,889.0,1249036,7068721.0,176699,Europe,8834.0
Eswatini,69968,1395,68487,86,59224.0,1181.0,1007248,852573.0,1181421,Africa,73.0
Fiji,64492,834,62633,1025,71031.0,919.0,505477,556729.0,907941,Australia/Oceania,1129.0
Madagascar,64089,1390,59355,3344,2214.0,48.0,415532,14353.0,28949945,Africa,116.0
Guyana,63326,1226,61991,109,79829.0,1546.0,577611,728140.0,793269,South America,137.0
Barbados,62214,379,59312,2523,216022.0,1316.0,624286,2167675.0,287998,North America,8760.0
Sudan,61987,4907,,,1358.0,107.0,562941,12329.0,45660018,Africa,367.0
New Caledonia,60362,312,59941,109,207890.0,1075.0,98964,340838.0,290355,Australia/Oceania,375.0
Mauritania,58677,982,57684,11,12059.0,202.0,789980,162354.0,4865788,Africa,2.0
Belize,57318,656,56456,206,139664.0,1598.0,525140,1279587.0,410398,North America,502.0
Cabo Verde,55972,401,55504,67,98773.0,708.0,400982,707607.0,566673,Africa,118.0
Syria,55742,3146,51860,736,3054.0,172.0,146269,8014.0,18252535,Asia,40.0
Gabon,47588,303,47270,15,20524.0,131.0,1589113,685370.0,2318619,Africa,6.0
Papua New Guinea,43374,643,42597,134,4691.0,70.0,249149,26944.0,9246837,Australia/Oceania,14.0
Bhutan,42222,14,31914,10294,53674.0,18.0,2173778,2763360.0,786643,Asia,13086.0
Curaçao,41153,270,40306,577,248988.0,1634.0,494095,2989424.0,165281,North America,3491.0
Andorra,40328,153,39702,473,520469.0,1975.0,249838,3224382.0,77484,Europe,6104.0
Burundi,38663,38,773,37852,3089.0,3.0,345742,27622.0,12516958,Africa,3024.0
Mayotte,36958,187,2964,33807,129925.0,657.0,176919,621953.0,284457,Africa,118847.0
Togo,36957,272,36659,26,4286.0,32.0,723005,83857.0,8621893,Africa,3.0
Mauritius,36943,985,34747,1211,28963.0,772.0,358675,281203.0,1275503,Africa,949.0
Guinea,36459,440,35976,43,2649.0,32.0,660107,47963.0,13762719,Africa,3.0
Faeroe Islands,34658,28,7693,26937,704560.0,569.0,778000,15815901.0,49191,Europe,547600.0
Aruba,34189,212,33893,84,317836.0,1971.0,177885,1653698.0,107568,North America,781.0
Bahamas,33358,789,32237,332,83417.0,1973.0,229025,572716.0,399893,North America,830.0
Lesotho,32910,697,24155,8058,15150.0,321.0,431221,198509.0,2172302,Africa,3709.0
Haiti,30585,835,29082,668,2626.0,72.0,132422,11368.0,11648491,North America,57.0
Mali,30566,729,29670,167,1436.0,34.0,655427,30797.0,21282207,Africa,8.0
Isle of Man,28416,84,26794,1538,331077.0,979.0,150753,1756434.0,85829,Europe,17919.0
Taiwan,27410,854,21148,5408,1147.0,36.0,13275357,555616.0,23893063,Asia,226.0
Benin,26952,163,25506,1283,2125.0,13.0,604310,47641.0,12684743,Africa,101.0
Somalia,26471,1350,13182,11939,1587.0,81.0,400466,24013.0,16677294,Africa,716.0
Congo,24079,385,20178,3516,4182.0,67.0,347815,60402.0,5758294,Africa,611.0
Saint Lucia,23037,365,22612,60,124449.0,1972.0,141215,762862.0,185112,North America,324.0
Timor-Leste,22842,130,22697,15,16760.0,95.0,258938,189995.0,1362867,Asia,11.0
Cayman Islands,21121,25,8553,12543,314825.0,373.0,222773,3320609.0,67088,North America,186963.0
Burkina Faso,20853,382,20439,32,951.0,17.0,248995,11361.0,21916852,Africa,1.0
South Sudan,17333,138,13514,3681,1517.0,12.0,364018,31859.0,11425948,Africa,322.0
Gibraltar,17236,101,16579,556,511864.0,2999.0,534283,15866807.0,33673,Europe,16512.0
Liechtenstein,16757,84,16345,328,437268.0,2192.0,102174,2666197.0,38322,Europe,8559.0
Equatorial Guinea,15904,183,15696,25,10714.0,123.0,303365,204359.0,1484474,Africa,17.0
Djibouti,15594,189,15401,4,15387.0,186.0,300702,296720.0,1013421,Africa,4.0
San Marino,15181,113,14740,328,445753.0,3318.0,144139,4232287.0,34057,Europe,9631.0
CAR,14649,113,6859,7677,2943.0,23.0,81294,16330.0,4978326,Africa,1542.0
Grenada,14064,219,13793,52,123971.0,1930.0,145445,1282064.0,113446,North America,458.0
Bermuda,12711,129,12362,220,205444.0,2085.0,848492,13713889.0,61871,North America,3556.0
Solomon Islands,12005,137,10805,1063,16751.0,191.0,5117,7140.0,716674,Australia/Oceania,1483.0
Gambia,11990,365,11591,34,4727.0,144.0,155686,61373.0,2536722,Africa,13.0
Greenland,11971,21,2761,9189,210224.0,369.0,164926,2896284.0,56944,North America,161369.0
Dominica,11953,63,11757,133,165320.0,871.0,185863,2570648.0,72302,North America,1840.0
Yemen,11813,2147,8999,667,381.0,69.0,265253,8560.0,30987851,Asia,22.0
Monaco,11152,54,10896,202,280666.0,1359.0,54960,1383198.0,39734,Europe,5084.0
Saint Martin,10176,63,1399,8714,255467.0,1582.0,112382,2821329.0,39833,North America,218763.0
Sint Maarten,9861,86,9689,86,225461.0,1966.0,62056,1418844.0,43737,North America,1966.0
Eritrea,9731,103,9625,3,2678.0,28.0,23693,6521.0,3633268,Africa,0.8
Caribbean Netherlands,8992,33,8620,339,337360.0,1238.0,30126,1130262.0,26654,North America,12719.0
Niger,8822,308,8487,27,343.0,12.0,243301,9447.0,25755575,Africa,1.0
Guinea-Bissau,8173,170,7260,743,3986.0,83.0,130662,63729.0,2050266,Africa,362.0
Tonga,7931,9,5934,1988,73561.0,83.0,275789,2557984.0,107815,Australia/Oceania,18439.0
Sierra Leone,7677,125,,,929.0,15.0,259958,31457.0,8263930,Africa,331.0
Antigua and Barbuda,7511,135,7358,18,75591.0,1359.0,18901,190220.0,99364,North America,181.0
Liberia,7400,294,5747,1359,1405.0,56.0,139824,26543.0,5267926,Africa,258.0
Chad,7347,192,4874,2281,426.0,11.0,191341,11086.0,17259297,Africa,132.0
St. Vincent Grenadines,6748,106,6639,3,60485.0,950.0,98670,884425.0,111564,North America,27.0
British Virgin Islands,6162,62,,,201458.0,2027.0,102294,3344362.0,30587,North America,621.0
Sao Tome and Principe,5948,73,5872,3,26277.0,322.0,29036,128274.0,226359,Africa,13.0
Turks and Caicos,5923,36,5859,28,149405.0,908.0,447713,11293336.0,39644,North America,706.0
Saint Kitts and Nevis,5553,43,5506,4,103091.0,798.0,65141,1209338.0,53865,North America,74.0
Vanuatu,5480,4,3621,1855,17134.0,13.0,24976,78089.0,319839,Australia/Oceania,5800.0
St. Barth,4313,6,,,434340.0,604.0,78646,7920040.0,9930,North America,387210.0
Palau,4098,6,3785,307,224585.0,329.0,42036,2303721.0,18247,Australia/Oceania,16825.0
Cook Islands,3171,,2319,852,180252.0,,13184,749432.0,17592,Australia/Oceania,48431.0
Anguilla,2717,9,2692,16,178281.0,591.0,51382,3371522.0,15240,North America,1050.0
Saint Pierre Miquelon,2509,1,2361,147,436804.0,174.0,22826,3973886.0,5744,North America,25592.0
Wallis and Futuna,454,7,438,9,41686.0,643.0,20508,1883023.0,10891,Australia/Oceania,826.0
Montserrat,176,2,173,1,35221.0,400.0,9403,1881729.0,4997,North America,200.0
Falkland Islands,128,,,,34982.0,,8632,2359115.0,3659,South America,1093.0
Macao,82,,82,0,123.0,,5375,8083.0,664997,Asia,
